name,photo,review_count,description,rating,latitude,longitude,transactions,price,address,city,zip,country,state,phone,yelp_id
CHD MANDU LA,https://s3-media1.fl.yelpcdn.com/bphoto/f8MqoDRXd2zvEX1XojIGNw/o.jpg,232,Korean,4.5,34.06229367,-118.2975762,"[""pickup""]",$$,3377 Wilshire Blvd,Los Angeles,90010,US,CA,+12133344333,y4X0KfHJ5XWwxMIRukVr1Q
Oakobing,https://s3-media2.fl.yelpcdn.com/bphoto/ltXtvKv_l8GasMrrjOtQ2Q/o.jpg,1697,Korean,4.5,34.0634651,-118.294319,"[""pickup""]",$$,3300 W 6th St,Los Angeles,90020,US,CA,+12133871002,4yS760klyp_nyQwDcwWQIg
JJAN,https://s3-media2.fl.yelpcdn.com/bphoto/oArUl382Y5Y8rXLvFyc3Kw/o.jpg,217,Korean,4.5,34.057493,-118.300632,"[""pickup""]",$$,3328 W 8th St,Los Angeles,90005,US,CA,+12133815838,xz66LQF-f06EtZ89Av6f3A
Goat Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/1tY7KmaIDOYTljpoi-0OBw/o.jpg,111,Korean,5,34.047509,-118.324763,"[""pickup""]",$$,4100 W Pico Blvd,Los Angeles,90019,US,CA,+13237359200,0KrITDshZGMnv1m7nunoZQ
Jinsol Gukbap La,https://s3-media1.fl.yelpcdn.com/bphoto/UKmw-cYk3Vb75fP20MBz2g/o.jpg,398,Korean,4.5,34.06918204,-118.3015013,"[""delivery""]",$$,4031 W 3rd St,Los Angeles,90020,US,CA,+12133650097,r6-usl4pPnuj9mlP-nEr_g
Yuchun,https://s3-media3.fl.yelpcdn.com/bphoto/muBLmjMewvloADBSL44hQg/o.jpg,1290,Korean,4,34.05279,-118.30607,"[""delivery""]",$$,3185 W Olympic Blvd,Los Angeles,90006,US,CA,+12133823815,xcGGRbDXSGzefu_5dI8wqA
Gol Tong Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/R491zkfeikrD-q8FRY1ISg/o.jpg,1896,Korean,5,34.06742142,-118.3095264,"[""pickup""]",$$,361 S Western Ave,Los Angeles,90020,US,CA,+12137166116,bdm3708B0OJW9xDdaKVH_A
Dan Sung Sa,https://s3-media1.fl.yelpcdn.com/bphoto/hWXvbq0rqCBHxq1HNh3G3w/o.jpg,1170,Korean,4,34.063852,-118.294609,"[""delivery""]",$$,3317 W 6th St,Los Angeles,90020,US,CA,+12134879100,LiOTgwAIorn3tDQz-ZJhaA
Yup Dduk LA,https://s3-media1.fl.yelpcdn.com/bphoto/uG2FhJKRx05fmxwsFrcqjA/o.jpg,2381,Korean,4.5,34.064009,-118.3007013,"[""pickup""]",$$,3603 W 6th St,Los Angeles,90020,US,CA,+12132632355,DrToq9357afdpOyO5w0Y5w
Chosun Galbee,https://s3-media3.fl.yelpcdn.com/bphoto/ZXuKZ2YSZ46l5dPAxQzQOQ/o.jpg,1834,Korean,4,34.052144,-118.310428,"[""delivery""]",$$$,3330 W Olympic Blvd,Los Angeles,90019,US,CA,+13237343330,xinlZt7g7kCgNDoapBvdoA
Jeong Yuk Jeom,https://s3-media2.fl.yelpcdn.com/bphoto/v1tu1i3HoV6FG9uNJ9U7Sw/o.jpg,477,Korean,4,34.06296933,-118.3093167,"[""delivery""]",$$$,621 S Western Ave,Los Angeles,90005,US,CA,+12133842244,-cwr9yJXxSMQZ0GP3NkVog
Zzamong,https://s3-media2.fl.yelpcdn.com/bphoto/6AUVIwPCv8wCZ9FYeCfocw/o.jpg,1361,Korean,4,34.069295,-118.307192,"[""pickup""]",$$,4255 W 3rd St,Los Angeles,90004,US,CA,+12137392747,gWM5n5Tyo5h74t-_lp1WUA
Chung Ki Wa,https://s3-media3.fl.yelpcdn.com/bphoto/52ViPCUwo0CPfjZ4cRTJ4w/o.jpg,555,Korean,4.5,34.05274963,-118.3160934,"[""pickup""]",$$$,3545 W Olympic Blvd,Los Angeles,90019,US,CA,+13237370809,imRZsOK1s4Fpbx0wixfgXw
Ten-Raku,https://s3-media3.fl.yelpcdn.com/bphoto/E7KHcPKgHjN5Bh-Ot0qCdg/o.jpg,707,Korean,4,34.06921804,-118.305183,"[""restaurant_reservation""]",$$,4177 W 3rd St,Los Angeles,90020,US,CA,+12133808382,ctB_3PPniGMzs49wEqDF7g
hanchic.,https://s3-media1.fl.yelpcdn.com/bphoto/8yXc-O096Y4N2s7lDcoz0w/o.jpg,323,Korean,4.5,34.056578,-118.282535,"[""pickup""]",$$,2500 W 8th St,Los Angeles,90057,US,CA,+12133757095,hI1lsLwckjRqoYt1zHrVVA
Western Doma Noodles,https://s3-media1.fl.yelpcdn.com/bphoto/RWqsSnxBmtMunpG8hqlGiA/o.jpg,636,Korean,4,34.07888,-118.30937,"[""delivery""]",$$,429 N Western Ave,Los Angeles,90004,US,CA,+13238711955,3NNz-pVT_auFKzqt45D2ZA
TehranRo Grill,https://s3-media2.fl.yelpcdn.com/bphoto/-0PkmqzbZ18OcHGPDdJC8g/o.jpg,184,Persian,5,34.0666,-118.3087,"[""delivery""]",$$,414 S Western Ave,Los Angeles,90020,US,CA,+12135294111,WXikaEhId91eh1EAo45Ddg
Raffi's Place,https://s3-media2.fl.yelpcdn.com/bphoto/Sm1UdPyiNr8Iu2F-K3tSvQ/o.jpg,5981,Persian,4.5,34.1464566,-118.2533512,"[""delivery""]",$$,211 E Broadway,Glendale,91205,US,CA,+18182407411,Hd6wCJbQz81UdD_EyOumPA
Shekarchi Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/IMmarfmGTFD0l866DBAnhg/o.jpg,744,Persian,4.5,34.042993,-118.258397,"[""pickup""]",$$,920 S Olive St,Los Angeles,90015,US,CA,+12138928535,ltt8RYM6nxMfDTDM6RmrBA
Toranj,https://s3-media4.fl.yelpcdn.com/bphoto/dOveieht5WfxgpvLKcA3Dw/o.jpg,479,Persian,4.5,34.06026,-118.442964,"[""pickup""]",$$,10861 Lindbrook Dr,Los Angeles,90024,US,CA,+13108248188,SsQmelYytgCNxzBm0T1CCw
Taste of Tehran,https://s3-media2.fl.yelpcdn.com/bphoto/nt9VB0ESyLwnoZK69mdJ2A/o.jpg,1161,Persian,4,34.04764,-118.43542,"[""pickup""]",$$,1915 Westwood Blvd,Los Angeles,90025,US,CA,+13104700022,l2TpbvvizsNl-GBCRb8I1A
York Kabob,https://s3-media4.fl.yelpcdn.com/bphoto/fKm2H47WfUmWVXhuqee16Q/o.jpg,432,Persian,4.5,34.122494,-118.214037,"[""pickup""]",$$,4682 York Blvd,Los Angeles,90041,US,CA,+13233447443,FcRUT9viDg1V25ClpTP6VQ
Chell Sotoon Grill,https://s3-media2.fl.yelpcdn.com/bphoto/IJGAUw26aM5_gzxH2zNPaw/o.jpg,217,Persian,4.5,34.071427,-118.376189,"[""delivery""]",$$,400 S San Vicente Blvd,Los Angeles,90048,US,CA,+13106593242,LYVDeb2iF1DqFYc0ASXnYQ
Kabob By Faraj Restaurant & Kosher Meat Market,https://s3-media4.fl.yelpcdn.com/bphoto/frY0v4inqhwi_IFGiI0Mrw/o.jpg,299,Persian,4.5,34.0540991,-118.3809107,"[""pickup""]",$$,8680 W Pico Blvd,Los Angeles,90035,US,CA,+13106574447,v5_dNxHg1F5Y-h_nSeLVow
Jino's Pars - Persian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/kfR9czyrUteTqJXHCRzASw/o.jpg,627,Persian,4,33.959526,-118.384278,"[""pickup""]",$$,5844 W Manchester Ave,Los Angeles,90045,US,CA,+13106456666,zFaOwOIpnv-FhVnZ93TYYg
Laziz Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Ib6Z9L1u2uet3JrwHDMmjA/o.jpg,97,Persian,4.5,34.04841401,-118.4354134,"[""pickup""]",$$,1896 Westwood Blvd,Los Angeles,90025,US,CA,+13104742436,VWRUywup9B4dwTzhUs4MrA
Farsi Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/ZlQdzP6viCVbWnDIa4lg7w/o.jpg,591,Persian,4,34.047995,-118.4349567,"[""pickup""]",$$,1916 Westwood Blvd,Los Angeles,90025,US,CA,+13104754500,pzO0aSiIzI8BCzuaUIabmg
California Kabob Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/Jux7687urh2IyeqZd_imEA/o.jpg,267,Persian,4.5,34.03999,-118.25899,"[""pickup""]",$$,141 W 11th St,Los Angeles,90015,US,CA,+12137479500,Z6_Gitnw1JV-KIJYioFtHA
Café Glacé,https://s3-media1.fl.yelpcdn.com/bphoto/4ej8Iqvr_TCt4tLwIXBlcw/o.jpg,428,Persian,4,34.05447997,-118.4412863,"[""pickup""]",$$,1441 Westwood Blvd,Los Angeles,90024,US,CA,+13104788080,tqSbtO_2ZYYB1-eORVwfzw
Kabab and More,https://s3-media3.fl.yelpcdn.com/bphoto/b_PP2gxWPkA7dSDA56LigA/o.jpg,134,Persian,4.5,34.0463373,-118.2542688,"[""pickup""]",$$,663 S Hill St,Los Angeles,90014,US,CA,+12136210443,JxUG-uHor8dwUGNfvW5MaQ
Naab Café,https://s3-media3.fl.yelpcdn.com/bphoto/XKw31XMYPSxw2BMhOE1p_w/o.jpg,630,Persian,4,34.05726,-118.44329,"[""pickup""]",$$,1269 Westwood Blvd,Los Angeles,90024,US,CA,+13104730303,MOeohUxfAsjOSw4d_C15dg
Attari Sandwich Shop,https://s3-media1.fl.yelpcdn.com/bphoto/V22vxAo9UDVCnsnCpKzV1Q/o.jpg,726,Persian,4,34.05544206,-118.4416082,"[""pickup""]",$$,1388 Westwood Blvd,Los Angeles,90024,US,CA,+13104415488,Ai2Sxk3NGbY2YKwN_swwYA
Shayan Express Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/seg7Qr0RYvBlBsskxXEN4Q/o.jpg,145,Persian,4.5,34.03795,-118.25319,"[""pickup""]",$$,945 S Wall St,Los Angeles,90015,US,CA,+12136237000,vtK8-BFDUBRqNlTDKkRiKg
Shamshiri Grill,https://s3-media4.fl.yelpcdn.com/bphoto/TcQp7QoeIrhGodpgnGE3qw/o.jpg,1711,Persian,3.5,34.0515924,-118.4383808,"[""delivery""]",$$,1712 Westwood Blvd,Los Angeles,90024,US,CA,+13104741410,YUrZwn46B-t_NRL-_eW1oQ
Kaban Persian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/NMhSn716jwVuXaDRPXRhZQ/o.jpg,186,Persian,4.5,34.12988346,-118.3487304,"[""pickup""]",$$,3250 Cahuenga Blvd W,Los Angeles,90068,US,CA,+13234980080,En6b8WvIkaOZq0-NkiiWTA
Farid Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/dCrK8uvX9fBPdmRtF-CtnA/o.jpg,83,Persian,4,34.0458517,-118.2529937,"[""pickup""]",$$,635 S Broadway,Los Angeles,90014,US,CA,+12136220808,4MNpF8yY9moFqUbpyzulIQ
Grillers Mediterranean Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/4Wu_IiPMiY19VW2xcCy39A/o.jpg,130,Persian,5,34.15259,-118.25549,"[""pickup""]",$$,425 N Brand Blvd,Glendale,91203,US,CA,+18189455525,GRNSfPEDR9_4MdRnGH5fVA
Green Grill Mediterranean Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/f8vx0jM3qvDSxVxI5snT0A/o.jpg,41,Persian,4.5,34.0567281,-118.2081844,"[""pickup""]",$$,2000 Marengo St D,Los Angeles,90033,US,CA,+13233322252,lp1IQjCXXb0PhWD4KcCF-Q
Diplomat Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/YV-0jdef-0rorMxUYQVfpA/o.jpg,25,Persian,5,34.05028,-118.43778,"[""delivery""]",$$$,1783 Westwood Blvd,Los Angeles,90024,US,CA,+13104000715,F-Sd0WrHJuWAcWa6VkiT5g
Tehran Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/sZTPM3mKk-HtF8kU_40JdA/o.jpg,212,Persian,4,34.0630824,-118.3838809,"[""pickup""]",$$,265 S Robertson Blvd,Beverly Hills,90211,US,CA,+13108557290,9fPOWsB4FnlwAKP1-VUSRA
Shiraz,https://s3-media2.fl.yelpcdn.com/bphoto/kYiVE1ZsuHRH0uW9okeqJQ/o.jpg,819,Persian,4,34.14411,-118.24869,"[""pickup""]",$$,211 S Glendale Ave,Glendale,91205,US,CA,+18185004948,70vdsYbr-BWUzak9RE3YOw
Rosemary Grill DTLA,https://s3-media2.fl.yelpcdn.com/bphoto/K9ESRhxE6VgXMVdkAEEAcg/o.jpg,39,Persian,4.5,34.04654,-118.25596,"[""pickup""]",,510 W 7th,Los Angeles,90014,US,CA,+18557452262,0-NjlgMEZ8t7kNZDCd2YfA
Pink Orchid,https://s3-media1.fl.yelpcdn.com/bphoto/71GX6_uVf_zZj9Fb8vWb4w/o.jpg,514,Persian,3.5,34.04731,-118.43513,"[""pickup""]",$$,1927 Westwood Blvd,Los Angeles,90025,US,CA,+13104414410,c9cIJKvxsKPw1qRx_-HM1w
Mediterranean Delight,https://s3-media2.fl.yelpcdn.com/bphoto/r-z8GI9UloGDM5COeyeS_w/o.jpg,90,Persian,4,34.0451803,-118.2549456,"[""pickup""]",$$,726 S Hill St,Los Angeles,90014,US,CA,+12134891660,JgwivnG17XDFnMAGHUCpsw
Cafe Aly,https://s3-media1.fl.yelpcdn.com/bphoto/njJKMRuPRtnjLnkh_Ia20Q/o.jpg,33,Persian,5,34.0348057,-118.2579847,"[""pickup""]",$,310 E Pico Blvd,Los Angeles,90015,US,CA,+12137456766,jsAlro-yfLHx5TrET1G--A
Herand’s Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/ld2JmBHjCsBccdSWaE_Jjw/o.jpg,119,Persian,4.5,34.16016583,-118.2547596,"[""pickup""]",,946 N Brand Blvd,Glendale,91202,US,CA,+18183965617,Cq1Xcq8DBJZLdYA_pyZolw
Arthur's Garden,https://s3-media3.fl.yelpcdn.com/bphoto/flIFTsfBWCOtM6osgqmGnA/o.jpg,81,Persian,4,34.0266113,-118.2427979,"[""delivery""]",$$,1240 Hooper Ave,Los Angeles,90021,US,CA,+12137457210,ArhjjEbhCoEtaWyAHiBBhA
Moon Mart Kabab,https://s3-media1.fl.yelpcdn.com/bphoto/JHtXZAyH2TNTZjXdVcYlmw/o.jpg,201,Persian,4.5,34.14153,-118.24937,"[""pickup""]",$$,400 S Glendale Ave,Glendale,91205,US,CA,+18182412314,M_dSo9Idg2r5OTFxHp0PgQ
Pardis,https://s3-media1.fl.yelpcdn.com/bphoto/8JGKeZzym039c8l6VsTOjw/o.jpg,304,Persian,4,34.15723967,-118.2408187,"[""restaurant_reservation""]",$$,738 N Glendale Ave,Glendale,91206,US,CA,+18184848470,BuDHqAvNYloF-IGIxjP4lw
Red Fish Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/zr_0Xqk8dWQUXpbOfNpvuQ/o.jpg,57,Persian,4,34.05532837,-118.3852158,"[""delivery""]",$$$$,8879 W Pico Blvd,Los Angeles,90035,US,CA,+13103855813,ZfHO3reY56DliVYFtvDP1g
Nayeb Kabab,https://s3-media4.fl.yelpcdn.com/bphoto/fJsUFHgYn9tEL7w5ImxeLQ/o.jpg,46,Persian,4.5,34.0354699,-118.25933,"[""delivery""]",$,1300 S Los Angeles St,Los Angeles,90015,US,CA,+12137464800,wfPL9HN8BKwk6Q5dDzIb0Q
Flame Persian Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/zI_OF9V1M2Sy2HbS2IPodA/o.jpg,487,Persian,3.5,34.0545837,-118.4409359,"[""pickup""]",$$,1442 Westwood Blvd,Los Angeles,90024,US,CA,+13104703399,ZwR15di9uEs03euVPq1-pA
World Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/94Hp_9f-MaloMFaOEefz8Q/o.jpg,119,Persian,5,34.15008545,-118.2362061,"[""pickup""]",$,301 N Verdugo Rd,Glendale,91206,US,CA,+18184848363,NZdb5Y1lP2C6hccAPZbfsw
Kurosh Persian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/BOfuYcEHha_bxE3fLuZ2iA/o.jpg,50,Persian,4,34.065143,-118.378101,"[""pickup""]",,8560 Wilshire Blvd,Beverly Hills,90211,US,CA,+13105825808,xt0UfrleYOtIukJ1jD6S7w
Massis Kabob - The Original Kabobery,https://s3-media1.fl.yelpcdn.com/bphoto/KHrZFRE6oqeeHzRc8uXZHA/o.jpg,350,Persian,3,34.05789893,-118.4192835,"[""pickup""]",$$,10250 Santa Monica,Los Angeles,90067,US,CA,+13105564400,pvldEcMFvqEpQj9GvyT_hg
Kolah Farangi,https://s3-media2.fl.yelpcdn.com/bphoto/cbaM0zQFhFa80OVdoIS5sQ/o.jpg,226,Persian,3,34.054925,-118.391842,"[""pickup""]",$$,9180 W Pico Blvd,Los Angeles,90035,US,CA,+13102744007,sF4Yp9uv38wQxolC95jvHA
Shamshiri Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/ki0FO_dI70cFO03EC9G7NA/o.jpg,399,Persian,3.5,34.16349627,-118.2561708,"[""pickup""]",$$,122 W Stocker St,Glendale,91202,US,CA,+18182469541,B57MEeC3qT_cg72FTrNUOQ
Downtown Kabob,https://s3-media1.fl.yelpcdn.com/bphoto/sNSucS5ZBKs3uNJPJ4LQMg/o.jpg,91,Persian,3,34.0399934,-118.2550822,"[""delivery""]",$,934 S Los Angeles St,Los Angeles,90015,US,CA,+12136120222,EOe_y1xvL7vDVSsMo3pSfg
Sandwich 26,,5,Persian,5,34.03995558,-118.2527154,,$$,305 E 9th St,Los Angeles,90015,US,CA,,LUghlUTk1SiHNHpq10fT2A
Massis Kabob - The Original Kabobery,https://s3-media1.fl.yelpcdn.com/bphoto/uwujhD6eNzA9376wLh0mJQ/o.jpg,424,Persian,3,34.14508661,-118.2589656,"[""pickup""]",$$,1132 Glendale Galleria,Glendale,91210,US,CA,+18182407375,o6rF7tsd6o27Di0uLJYAaw
Borani Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/vaV-l3JvSgRb5iRsdp_92A/o.jpg,3,Persian,3.5,34.07558823,-118.2997131,"[""pickup""]",,,Los Angeles,90004,US,CA,+13109530040,_nqf0duMDoq8tfbVJAXHkw
Massis Kabob - The Original Kabobery,https://s3-media2.fl.yelpcdn.com/bphoto/vYHORB0VLKGY2_31F2reZw/o.jpg,425,Persian,3,34.156494,-118.437159,"[""pickup""]",$$,14006 Riverside Dr,Sherman Oaks,91423,US,CA,+18187834850,5QG8IRz50iscdgDi-pO56A
Massis Kabob - The Original Kabobery,https://s3-media1.fl.yelpcdn.com/bphoto/7PsvW6dWc2SmMCih2FoADw/o.jpg,141,Persian,3,33.98589723,-118.3926952,"[""pickup""]",$$,6000 Sepulveda Blvd,Culver City,90230,US,CA,+13105727200,1gC8p8ZEKQD1InSMQnRt5w
Massis Kabob - The Original Kabobery,https://s3-media1.fl.yelpcdn.com/bphoto/NoAQT3FFDAv6hqnxUmitPA/o.jpg,106,Persian,2.5,34.14232,-118.24974,"[""pickup""]",$$,301 S Glendale Ave,Glendale,91205,US,CA,+18182804420,0hnoLW5k2bjoUtr7ChiWAg
Sholeh,https://s3-media3.fl.yelpcdn.com/bphoto/7h7GWhoH5c5eP0od0wbqCg/o.jpg,44,Persian,2.5,34.0545639,-118.4409461,,$$,1442 Westwood Blvd,Los Angeles,90024,US,CA,+13104745105,Q_MHYVh2F9q0dNrFmchc0g
Ayhan Kabob,https://s3-media3.fl.yelpcdn.com/bphoto/nIo3fI4_txGvAdcEJ7mAjQ/o.jpg,1,Persian,5,34.04775,-118.43486,"[""pickup""]",,1922 Westwood Blvd,Los Angeles,90025,US,CA,+17023388067,pIfqVLZt4SW467cyCq1c-A
