name,steps,photos
"Tuscany Rice Fritters, a Classic Carnival Dessert"," Italian rice fritters are typical of the Carnival time, made with rice, milk and lemon zest, deliciously coated with sugar with a delicate flavour of rum. As always if you like the recipe and want to subscribe you are welcome

Video Recipe [HERE](https://youtu.be/OJ4d_ChZRpQ)

INGREDIENTS

* 500 ml whole milk
* 1 glass of water
* rice 150 gr
* All purpose Flour 2 Tablespoons
* eggs 2
* Butter 30 gr
* Sugar
* Lemon Zest
* Sultanas 50 gr
* Rhum about 130 gr
* Instant baking powder 7 gr
* pinch of salt
* seed oil

INSTRUCTION

* in a pot put: 500 ml of whole milk, a glass of water, 2 tablespoons of sugar, a pinch of salt, 30 g of butter, a piece of lemon peel and bring to the boiling point.
* add 150 g of rice cook the rice until the liquid is completely absorbed, turning the rice often to prevent it from burning.
* transfer the rice to a bowl and allow it to cool.
* in the meantime, leave 50 g of sultanas to re-hydrate in a bowl of water, 30 minutes will be enough.
* when the rice is cold, add 2 tablespoons of flour and 1 egg. mix well.
* When the egg has been absorbed into the rice, add a teaspoon of grated lemon rind, another egg and half a sachet (7 grams) of instant baking powder.
* Mix well then add half a glass of rum ( about 130 gr ) and the drained sultanas.
* let the dough rest for one hour
* Fry the mixture in spoonfuls in hot seed oil.
* The fritters are cooked when they are golden brown. As soon as they are cooked, place them on absorbent paper to dry the excess oil.
* Sprinkle with plenty of sugar before serving.

That's all! if you have any question feel free to ask \^\_\^","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Seafood Newburg Recipe,"

### INGREDIENTS

* 1-1/2 Tbsp extra-virgin olive oil
* 1/2 lb cod (or any firm white fish), cut into 1"" pieces
* 1/3 lb medium shrimp (about 12), peeled and cleaned
* 1/4 lb sea scallops (about 4), quartered
* 1/3 tsp kosher salt
* 1/3 tsp freshly cracked black pepper
* 1 Tbsp freshly squeezed lemon juice


### INSTRUCTIONS

* Put all the seafood in a bowl and season with 1/3 tsp kosher salt and 1/3 tsp freshly cracked pepper. 
* Heat 1-1/2 Tbsp olive oil in a non-stick pan over medium heat. 
* Add shrimp, fish, and scallops, and cook for about 6 minutes total, stirring occasionally. Make sure the pan is large enough that the seafood isnt crowded. If they touch each other, theyll steam. Cook in batches if necessary. 
* When done cooking, remove from heat, put in a bowl, and squeeze some fresh lemon juice over it (about 1 Tbsp).
* In the same pan, heat 2 Tbsp butter until the butter bubbles but doesnt smoke. 
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chargrilled Oysters," RECIPE

### Ingredients

* 2 Dozen Oysters, on the half shell
* 1/2 Cup Butter, salted
* 2 Tbsp. Garlic, minced
* 1 Tsp. Black Pepper
* 1/2 Tsp. Creole Seasoning
* 2 Tsp. Chopped Parsley


### Instructions

1. Light your grill. If using a gas grill allow the temperature to settle at med-high. If using charcoal you'll want to add the oysters to cook once the coals have turned white and stopped smoking.
2. After opening the oyster shells lay the oysters out on a tray (try to preserve some of the juice inside if they have any)
3. In a bowl melt the butter, add the garlic, black pepper, creole seasoning and chopped parsley and stir until combined.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Folded BLT Avocado Ham &amp; Cheese Gimbap,"Ingredients:

Seaweed Sheet 4 pcs

Steam Rice 60g

Bacon 3 pcs

Lettuce 4 pcs

Tomato 2 pcs

Avocado 1/2pc


1. Cut lettuce into a small square shape.

2. Sliced tomato &amp; avocado.

3. Cut the bacon in half &amp; pan-fry until crispy.

4. Beaten the egg, pan-fry in a round shape, cut in half.

5. Take the seaweed sheet
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Pork Pozole Verde,"__Ingredients__

* 2 1/2 pounds pork, assorted

* 1 pound of tomatillos, husked and halved

* 2 poblano peppers, veins and seeds removed

* 2 jalapeno or serrano peppers, veins and seeds
 removed
* 1/2 cup cilantro, loosely chopped

* 2 teaspoons of dried oregano

* 6 cloves of garlic

* 2 onions, one cut into chunks, one diced

* 6 cups of chicken stock or broth




__Preparation__

In a blender combine the garlic, cilantro, one chunked onion, jalapenos, poblanos, and tomatillos with 1 cup of the chicken stock or broth. It will need to be fully processed, so its best to do it a little at a time.
Warm 1 tablespoon of oil in a large skillet over medium heat. Add the blended green sauce to the skillet and then bring it to a boil.

Reduce the sauce to a simmer and stir occasionally until the sauce thickens, which takes up to 20 minutes. Remove from heat and salt/pepper to taste.
Alongside cooking the green sauce, heat the other tablespoon of oil in a dutch oven or large soup pot to brown the meat.

Brown the pork a little at a time, take it out and set it aside.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Oven-Baked Italian Meatballs (All Beef),"
**Ingredients:**

* 1/2 cup Italian bread crumbs
* 2/3 cup milk, or beef broth
* 1 lb. ground beef
* 1/4 medium onion, finely diced or grated
* 2 cloves garlic, minced
* 1 large egg

1. Preheat the oven to 400°F (200°C) and line a baking sheet with parchment paper or a baking mat.
2. In a large mixing bowl, add Italian bread crumbs and milk. Combine well and set aside while preparing the other ingredients, for at least 5 minutes.
3. Add ground beef, onion, garlic, egg, salt, black pepper, parmesan cheese, and parsley into the soaked bread crumb mixture, and mix with your hands until just combined. Do not overmix.
4. Portion onto the prepared baking sheet (using a cookie or ice cream scoop will make it easier). Wet your hands with water, and roll meatballs into 2"" diameter balls.
5. Bake for about 15-20 minutes, or until the meatballs have reached an internal temperature of 165ÚF (74°C).
6. Remove from oven and drain off any excess fat. Serve with your favorite sauce and enjoy!
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Pressed Cabbage Salad with Ginger Miso Vinaigrette,"INGREDIENTS

""        `1/3 rd C Rice Wine Vinegar


""        `1 C Toasted Sesame Oil


""        `2 T Mellow White Miso


""        `4 T Ginger Chopped



INSTRUCTIONS

Ginger Miso Dessing:

""        `Emulsify all of the ingredients in a Vitamix until smooth.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Slow-Cooked Duck Wraps with Homemade Hoisin Sauce,"Super tender duck legs slow-cooked in Chinese five-spice, served with cucumber salad, homemade Hoisin sauce and corn-wheat wrap. Best way to celebrate the upcoming Chinese new year!

Makes 2 portions (4 wraps)

**Ingredients for wraps:**

* 2 duck legs
* 1L (1.05quarts) of stock or more (vegetable or chicken, needs to cover the meat)
* Chinese 5 spice (1 cinnamon stick, 5-star anise, 20 peppercorns, 2tsp of fennel seeds, 20 cloves)
* 4 small corn-wheat wraps (you can use any wraps but these have slightly yellow colour that contrasts nicely with the dish)
* half cucumber, seeds removed, sliced
* 80g (2.8oz) of mixed salad (spinach, lettuce, spring onions and beetroot cut julienne)
* half red chilli sliced for garnish
* fresh coriander for garnish (optional)

**Ingredients for Hoisin sauce** **(makes more than you need for this recipe):**

=÷=÷

**Instructions:**

**1.** In the slow-cooker on high setting or medium-size pot on the stove: Simmer **duck legs** in **1L of stock** and **Chinese 5 spice** for **3-4 hours** (make sure meat is submerged, when ready meat should fall off the bone). In the meantime prepare Hoisin sauce and salad.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
"How to make yeast at home, Sourdough","

  **Ingredients:**

* Day 1: -  50 g of wheat flour

\- 50 ml of water at room temperature

\-5 raisins or 1 date or  1  teaspoon of honey

*  Day 2: -50 g of flour

\-50 ml of water at room temperature

* Day 3 -100g of flour


**Instructions**
water at room temperature. Mix well and let stand 24 hours at room temperature

*  10-Discard all the dough except 100 g and add 100 of flour or wholemeal flour and 100 ml of water at room temperature. Let rest 24 hours again
*  From this moment the dough should be fermenting and making bubbles


* \- You have to repeat the same process on day 4 Discard all the dough except 100 g, add 100 g of flour or wholemeal flour and 100 ml of water at room temperature. Let it rest for 24 hours again. The sourdough is active.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Tart with Almonds and Sour Cherries,"

* Butter: 130 g
* Flour: 240 g
* Powdered Almonds: 50 g
* Powdered Sugar: 100 g

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Leftover Rice Fritters!,"Leftover rice fritters can be made in 15-20 mins and its a best starter for a game day!

Here is the step by step: https://youtu.be/x9heO_8phIY

Ingredients:

1 cup of leftover rice

1 tsp of plain yoghurt/curd

1 tsp of mustard seeds



Salt to taste

Oil

Directions:


1) Add a 1tsp plain yoghurt/curd and grind the leftover rice to a coarse consistency

2) Temper 3tsp of hot oil, by adding mustard seeds, green chilli &amp; ginger. And finally add it to the grinded rice.

3) Mix a spoonful of all purpose flour with water and salt

4) Make smaller rice balls

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Vegan Crispy Tofu Middle Eastern Power Bowl,"

1. **Preheat oven to 420 degrees**
2. **Press your tofu so that a majority of the moisture washes out. You can do this by covering the tofu in paper towels and placing a heavy object on top (press for a minimum of 30 minutes) the longer you press the crispier the tofu. If you got time shoot for an hour!**
3. **Cook your rice, and heat up your canned Fava beans. Ideally you have the real stuff and can cook your fresh beans.**
4. **Once Tofu is finished being pressed, chop your tofu in one inch squares.**
5. **Toss chopped tofu in large mixing bowl and add in your corn starch, spices, olive oil, and lemon juice**
6. **Mix throughly with hands, get in there and cover those bad boys!**
7. **On a baking sheet separate your marinated tofu blocks, make sure you leave some space between blocks, this will help crisp up the tofu**
8. **Toss baking sheet in oven, and let bake for 30-45 minutes, check every 30 minutes. Take out when it feels nice and crispy**
9. **While tofu is cooking, put fresh dill and mix Fava beans into white rice pot. Add in salt and lemon juice, mix and leave on low with the lid on.**
10. **Chop up onions, tomatoes, cucumbers, and parsley and mix in a bowl. Add in your Shirazi salad spices with olive oil and lemon juice. Mix well.**
11. **Pull out tofu, plate everything together and add any garnish. I added white onion and jalapeños, but feel free to go your own way on this!**","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Sourdough Chinese Scallion Pancakes,"\*Updated recipe!

So doing this with sourdough starter mainly cause I bake bread every week, but you can easily substitute the starter with equal parts dough and water! I think the sourdough starter adds a minimal difference, I just don't like throwing away all the discard each time! ;) Recipe below:

## Ingredients

* 140 grams all purpose flour
* 70 grams sourdough discard (100% hydration)
* 50 grams warm water
* 1 tsp salt
* 1 tbsp vegetable oil (for filling)
* 2 scallions (chopped)
* 3 tbsp vegetable oil (for cooking)
* Rice flour (for dusting)

## Instructions

* Mix sourdough discard, flour, and water in a bowl until dough is easy to work with and smooth. Cover with a dish towel and let sit for 1 hour.
* Flour surface and knead salt into dough. Roll out dough into a thin rectangle (as thin as possible without the dough ripping)
* Spread vegetable oil evenly across the dough, sprinkle scallions.
* Roll dough from the bottom up until it resembles a thin egg roll. Pull the dough lengthwise.
* Cut the dough in half. Roll each half into a spiral shape.
* Flatten each piece of dough and roll with a pin until thin. Each pancake should be about 6-7 inches in diameter.
* Heat a pan with oil until hot. Cook the pancakes for 2 minutes on each side or until golden brown.
* Serve with sauce.

You can find the full recipe here: [https://www.theflouredcamera.com/2021/02/07/sourdough-chinese-scallion-pancakes/](https://www.theflouredcamera.com/2021/02/07/sourdough-chinese-scallion-pancakes/)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Roast leg of lamb,"Video recipe :[Roast leg of lamb](https://youtu.be/iJpF1ZyqH6c)

**Ingredients:**

*   2-3 kg Leg of lamb
*  1/4 cup Oil
*   1 teaspoon onion powder
* 1 teaspoon black pepper
*   Salt
* 1 tablespoon of sweet paprika
*   1/2 turmeric
* 1 teaspoon oregano
*  1 tablespoon ketchup
*  2 tablespoons of plain yogurt
*  8 cloves of garlic
* 10 cloves in grain
* 3 cinnamon sticks
*   2 bay leaves

 **Instruction**

*  In a bowl put, 2tablespoons plain yogurt
* 1/4 cup oil
* 1 teaspoon oregano
*  1 teaspoon onion powder
* 1 teaspoon black pepper and salt
* 1 tablespoon sweet paprika
* 1/2 teaspoon turmeric (optional)  1 tablespoon ketchup
*  Mix
* Pierce the meat with a knife
* Put the garlic in the holes
*  Coat a baking tray with oil
*  Put 10 cloves, 3 cinnamon sticks and 2 bay leaves on the tray
* Spread the leg of lamb with the sauce
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
One pot Japanese curry!,"Enjoy what Japan has to offer at the comfort of your own home! Cheap and simple recipe that you can make right now, with almost any vegetables and meats you have in your fridge.

STEP BY STEP DEMONSTRATION  &gt; [here](https://www.youtube.com/watch?v=OHbrdf10ZXQ)

INGREDIENTS

* 2 carrots
* Three quarters of an onion
* half a pack of Curry Cube
* 600 mL of chicken stock
* one pound of ribeye steak ( or any type of meat )
* Two cloves of garlic

STEPS

1. Start by dicing onion
2. Peel and roughly chop carrots
3. Dice steak into small cubes
4. heat up a pot with olive oil on high heat
5. Brown the meat make and sure not to fully cook it
6. Take meat out and add vegetables
7. Let vegetables Brown
8. Add chicken stock
9. Bring it to a boil and let it simmer for 15 minutes
10. Stir in Curry cubes And simmer for another 5 minutes

DONE","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chocolate Strawberry Steamed Buns,"
# Ingredients

Serving Size: \~12 buns

1 tsp yeast

* 1/4 tsp sugar
* 1/4 cup water, warmed up to 110-115oF
* 1 &amp; 1/2 cups all purpose flour
* 1 &amp; 1/2 tbsp of granulated sugar


# Recipe
Equally divide it into 12 pieces. Then cover them with a plastic wrap to prevent them from drying out while you assemble the buns. Take one dough ball and start rolling it out into a slightly thin disc. Then, roll out the outer part of the disc into a thinner layer. We want to have a disc-shaped dough with a thicker center and thinner outer layer. Then, using a small ice cream scooper, place 1 small scoop of strawberry preserves onto the center of the dough. Then, use your thumb and index finger to start folding a pleat all around the thin outer layer of the dough. When you get to the end, use your thumb and index finger to pinch the top of the dough and twist to completely close the bun. Then place it on a piece of parchment paper or cupcake wrapper, and repeat with the rest of the dough.
* Once youve rolled out all your dough, then its time to steam them! Working in batches, place a few doughs into your steamer basket. Then place the steamer on a pan or wok filled with around 2 inches of water. Turn the heat on medium and let it steam for 12 minutes. After 12 minutes, turn off the heat and let it sit for another 5 minutes. After 5 minutes, take it out and let it cool for at least 30 minutes.
* Once the waiting is over, take it out, remove the parchment paper from the bottom, and there you have it!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Tiramisu without eggs,"**Ingredients**

* Mascarpone: 360 g
* Condensed milk: 100 g (H 1/3 cup)
* Fresh cream: 360 g (H 1 1/2 cup)
* Champagne wafer: 20-28 (depends on the size of the tray)
* Cold coffee without sugar as needed
* Powdered cocoa as needed

&amp;#x200B;

**How to make** ([Link to video](https://youtu.be/KxRYdKNIn4o))

1. In a bowl add mascarpone, fresh cream (or whipped cream mixture) and condensed milk.
2. Mix with an electric mixer until firm
3. Spread a thin layer of this cream on a platter, soak the cookies in the coffee and make a layer on top of the cream.
4. Spread a generous layer of cream, make another layer of wafer and another with the rest of the cream.
5. Sprinkle with cocoa powder.
6. Take the refrigerator for at least two hours.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Easy vegan Thai tofu ramen!,"This vegan ramen recipe with tofu was so simple to make and it's even tastier than it looks in the picture! The coconut milk makes it so rich and creamy.

[Here](https://www.kitchenful.com/lp/recipe/Thai-Tofu-Ramen-2828/rf) is the link to the original recipe if you want to check it out!

&amp;#x200B;

**Ingredients:**

2 tbsp  olive oil

14 oz  tofu

1 tbsp  red curry paste



**Directions:**

1. Slice the mushrooms.
2. Heat 1 tbsp olive oil in a skillet over medium high heat. Add the tofu and cook for about 10 minutes, or until lightly browned and crisp on all sides, turning occasionally.
3. Meanwhile, in a medium sauce pan, heat 1 tbsp olive oil. Add the mushroom and cook for about 5 minutes, or until brown. Stir in the red curry paste and soy sauce.
4. Add the water and coconut milk. Cook for about 10 minutes. Season to taste.
5. Add the noodles and cook for about 3 minutes.
6. Add the browned tofu and cook for another 3 minutes. Top with chopped green onions and serve.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Onion Garlic Dip,"Hello! Long time lurker, first time poster. This dip is an easy and delicious way to enjoy French onion dip kicked up a notch. The roasted garlic really brings this all together.

 **Ingredients**

* 1 medium yellow onion (minced, about 1/2 cup)
* 1/3 cup canola oil
* Pinch salt &amp; pepper
* 1/4 teaspoon sugar
* 1 cup sour cream
* 1 head of garlic
* Dash of olive oil

**Directions**

1.	Preheat oven to 375 degrees Fahrenheit
2.	Take head of garlic, chop off top exposing garlic inside. Wrap in foil with a dash of olive oil. Bake for 45 minutes.  Let cool off for 10-15 minutes unwrapped.
3.	Heat oil in fry pan on high heat for about 1 minute.
4.	Once oil is hot. Lower gas to medium add onions with salt, pepper and sugar. Stirring every few minutes. Let cook until golden brown. About 10 minutes.
5.	Squeeze the garlic out of shell into a medium sized bowl. Add sour cream.
6.	Strain the cooked onions from the oil and add to bowl mixture.
7.	Use an immersion blender to make sure everything is fully blended together.
8.	Let cool in the refrigerator for 3+ hours.
9.	Serve with ruffled potato chips.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Pan Fried Fish Dumplings,"Full recipe tutorial [here](https://youtu.be/Rvqk4hs0_ic)

Ingredients:

 250g AP flour

 1tsp salt

 110g water

 4 large shrimp

 500g basa fillet

 4 green onions



Directions:

1. First make the dough for the dumpling skin.  Start by mixing the flour, salt and water together in a large bowl.

2. Once the mixture clumps together in pieces, bring it together into with your hands into a rough dough and begin kneading.  The dough will feel rough and dry at first but will become softer as you knead.  Continue for around 10 - 15 minutes until you get a smooth ball.  Cover and set aside to rest.

3. Meanwhile make the filling.  Finely mince the green onion and ginger together.

4. Add 2 tbsp oil to a pan over medium heat.  Once the oil is warm, add the green onion and ginger and stir for around 2 minutes until it forms a paste.  Toasting the onion and ginger this way helps to bring out the flavour more compared to simply adding it into the filling mixture raw.  Set aside to cool.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Egg fried rice,"
INGREDIENTS

\- leftover rice ( enough for how ever many people )

\- 2 eggs

\- Splash Sesame oil

\- half tbsp. Mirin

\- 1 tbsp. Soy sauce

STEPS

1. boil rice ( preferably leftover / overnight )

2. mince garlic into similar size of a rice grain

3. finely chop Birds eye chili and spring onions

4. Separate 2 egg yolks from whites

5. Mix rice and yolks together ( keep the whites for later )

6. On medium-high heat add oil


","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Spaghetti and meatballs with spicy marinara,"**Recipe:**

*Meatballs:*
- 2lbs ground beef (85/15 or 80/20)
- one large yellow onion
- 1 bunch of parsley (about 1 cup chopped)
- 5 tbsp ketchup
- 1 cup ground parm
- 2 eggs
- 2/3-1 cup Italian breadcrumbs
- salt to taste


*Meatball Directions:*

1. Chop onion and parsley finely in food processor
2. Combine meatball ingredients and mix well using hands
3. Roll into 1.5 meatballs
4. Bake at 400F for 20 mins and then 450F for 15 mins until golden and cooked through (you can also broil for a minute if youd like)
** tip: I often make a tiny tester patty that I cook in a pan to check for seasoning and adjust as needed **

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Apricot Jam Thumbprint Cookies,"Apricot Jam Thumbprint Cookies

**Ingredients**

* 1 cup almond flour
* ¾ cups all-purpose flour
*  ½ teaspoon plus a pinch of table salt
* 1 cup (2 sticks) unsalted butter, at room temperature
* ½ cup packed light brown sugar
*  2 large egg yolks
* 1 teaspoon vanilla extract
*  1 cup apricot jam

**Directions**

1. In a medium bowl, whisk together the flour and the ½ teaspoon salt.
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Smoked Chinese Pork Jerky,"The original recipe with more images and instructions video can be found [here](https://www.mylovelyrecipes.com/recipes/chinese-cuisine/braised-pork-leg/)

&amp;nbsp;

#####Preparation Time: One Day
#####Cooking Time: 20 minutes
#####Serving Size: 16 pieces

&amp;nbsp;

#INGREDIENTS
- 500g Ground Pork
- 1 tsp Fish Sauce
- 1 tsp Oyster Sauce
- 1 tbsp Huadiao Wine/Rice Wine
- 2 tbsp Soy Sauce


#INSTRUCTIONS
1. Stir all the ingredients evenly, and then stir in the same direction until it becomes slightly sticky. Place in the refrigerator to marinate overnight.
2. Stir well the marinated ground meat, and then spread it on the baking paper evenly. (Thickness depends on your personal preference)
3. Sun-drying pork jerky on the balcony or outside the house (only takes about one hour under the strongest sunlight at 12 noon)
4. Cut the sun-dried pork jerky into small pieces, then turn it over and dry it for another one hour.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Creme Caramel!,"**Shoppinglist**
Caramel 60 milliliters of Water
55 grams of sugar

**Custard pudding**
2 large eggs
25 grams of sugar
15 milliliters of vanilla extract
240 milliliters of heavy cream
250 milliliters of milk

**Instructions**
1. First we make the syrup. Add 55 grams of sugar and 30 milliliters of water to a sauce pan.
2. Add 30 milliliters of water and turn of the heat.
3. Pour the syrup in the ramekins. Let the syrup cool completely.
4. Then we are going to make the custard pudding. Heat up 240 milliliters of heavy cream and 250 milliliters of milk in a sauce pan. When you see a foamy layer on top of the mixture turn of the heat.
5. Add 2 large eggs with 25 grams of sugar to a mixing bowl. Mix everything
6. Add the warm mixture little by little in the egg/sugar mix bowl.
7. Add 15 milliliters of vanilla extract to the mixture.
8. Sieve the mixture
9. Pour the mixture into the completely cooled ramekins.
10. Preheat the oven to 150 degrees celcius.
11. Put the ramekins in a tray with hot water and bake them for 40 minutes.
12. After 40 minutes let the ramekins cool completely. When they are completely cooled put them in the fridge for 60 minutes.
13. When the custard is set use a thin knife to cut around the edges.
14. Flip the ramekin on a plate.
15. Video Instruction Nolyns Kitchen Creme Caramel on YouTube.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Kapu[niaczki - Polish Sauerkraut &amp; Mushroom Pasties,"These golden-brown pasties taste luscious!

Super fluffy and sweet bun with a savoury mouthwatering stuffing. By the time you finish the first one, you will be thinking about another one!


This Polish pasty is prepared for special occasions like Christmas and throughout the year as a snack. Different types of dough are used ranging from crunchy to more fluffy.

On many occasions, puff pastry is used as well for the convenience of preparation. Wild mushrooms are also used as an addition to the filling giving it more depth and richness. Exceptionally good when served with borscht. In some regions of Poland also called ''Paszteciki''

This recipe makes 10 pasties

**Ingredients for the filling:**
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chocolate and Peanut Cookies,"Video recipe :  [Chocolate and Peanut Cookies](https://youtu.be/hiS5tdNhuD0)

**ingredients**

* 250 g of chocolate
* 250 g margarine at room temperature
* 180 g icing sugar
*  90 ml oil
*  1 egg
*  1 pinch of salt
*  1 teaspoon lemon zest
* 550-650 g of flour depends on the type of flour
* 250g roasted peanuts
* 15 g baking powder

**Instructions**

*  In a bowl put 250 g of margarine
*  Add 180 icing sugar
*  add 1 pinch of salt
* Add 15 g of baking powder
*  Add 1 tablespoon of lemon zest
*  Mix everything until you get a homogeneous cream
*  Add 90 ml of oil and mix well
* Add 1 egg and mix
* Add the flour (little by little)
*  Divide the dough into 3 balls
* Cover the dough and refrigerate for 15 minutes
* Crush 200 g of roasted peanuts and save 50 g whole for later
* Place a peanut in each ball of dough
* Bake at 160ºC for 30-40 minutes
*  In a saucepan over low heat, melt the chocolate with 15 ml of oil
* Add 200 g of roasted peanuts to chocolate
*  Dip the cookies in chocolate and let dry","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Baked Feta Pasta,"Hey guys, this is the recipe from tik tok.

Ingredients:

1. 2 pints (\~900g) cherry tomatoes
2. 6 tbsp olive oil
3. 8-10 cloves garlic
4. 1/2 tbsp black pepper, 1/2 tbsp salt, 1/2 tbsp oregano
5. 8oz (\~227g) feta cheese)
6. \~150g pasta
7. (optional) 1/2 tbsp chilli flakes, basil, parsley

Instructions: [demo](https://youtu.be/8JDRW6marPk)

1. Preheat oven 400F (204C)
2. Place cherry tomatoes and chopped garlic in a baking tray
3. Add olive oil, black peper, salt, oregano, (optional chili flakes) and mix
4. Add Feta cheese in the center and add a little more olive oil and seasoning on top
5. Bake in the oven for 25 minutes, then broil for 5 minutes for a total of 30 minutes in the oven
6. While tomatoes are in the oven cook your pasta.
7. Take baking tray out of the oven and mash tomato and feta cheese
8. Mix in your pasta. (optional: add some fresh herbs before serving)

As always, please enjoy","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
How to make: Authentic Pasta alla Amatriciana,"

Pasta alla Amatriciana is a classic Italian recipe. Very easy to make but with a unique taste and flavour Pasta alla Amatriciana is something to try. As always if you like the recipe and want to subscribe you are welcome

Video recipe [HERE](https://youtu.be/hMGCGpchRj8)

Ingredients for about 4

* Spaghetti 320 gr
* Guanciale ( o stretched bacon ) 200 gr
* tomato sauce 500 gr
* Pecorino romano
* Parmigiano ( optional )
* 1 glass white wine

INSTRUCTION

* cut 200 g of Guanciale into strips ( or stretched bacon if you can't find it )
* place the guanciale in a frying pan and cook for 4-5 minutes until the fat is transparent and the meat is crispy.
* Stir frequently, taking care not to burn it.
* When the fat has melted, add a glass of white wine and let the alcohol evaporate.
* Now use a kitchen skimmer to remove the pieces of guanciale and pour in 500 g of tomato sauce. Add salt and pepper to taste.
* Cook for 15 minutes, then add the pieces of cooked guanciale and continue cooking for another 5 minutes.
* In the meantime, cook 320 gr spaghetti in plenty of salted water (be sure to drain the spaghetti al dente).
* put the well drained spaghetti in a bowl, add 50 g of grated pecorino romano and mix well.
* then add the amatriciana sauce and stir again.
* Serve the spaghetti hot with a generous sprinkling of pecorino romano or Parmigiano.

That's all! if you have any question feel free to ask !!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
